110628
0.0175	0	
0.0175	-4.31034e-05	
0.0174718	-2.99194e-05	
0.0174565	0	
0.0175	-0.0025	
0.017413	0	
0.0175	-8.62069e-05	
0.0174696	-6.65234e-05	
0.0174331	-3.99703e-05	
0.0173696	0	
0.0175	-0.00241379	
0.0175	-0.0024569	
0.0174692	-0.00247172	
0.0174558	-0.0025	
0.0173261	0	
0.0172826	0	
0.0175	-0.00012931	
0.0173887	-3.57646e-05	
0.0174653	-0.000107975	
0.0174323	-8.69305e-05	
0.0174021	-6.82853e-05	
0.0173465	-3.57789e-05	
0.0175	-0.000172414	
0.0175	-0.00237069	
0.0174647	-0.00238729	
0.0174592	-0.00243245	
0.0174312	-0.00246926	
0.0174101	-0.0025	
0.0172391	0	
0.0173037	-3.61628e-05	
0.0172606	-3.64504e-05	
0.0174642	-0.000150862	
0.0173663	-7.09837e-05	
0.0174285	-0.000129736	
0.01739	-0.000107778	
0.0173244	-7.19474e-05	
0.0175	-0.000215517	
0.0174636	-0.000194128	
0.0175	-0.000258621	
0.0175	-0.00232759	
0.0175	-0.00228448	
0.0175	-0.00219828	
0.0175	-0.00224138	
0.0174654	-0.0023465	
0.0174313	-0.00236304	
0.0174321	-0.00239728	
0.0174102	-0.00242664	
0.017386	-0.00246283	
0.0173627	-0.0025	
0.0171957	0	
0.0172173	-3.66168e-05	
0.0172817	-7.30205e-05	
0.0172386	-7.38984e-05	
0.0174272	-0.000173014	
0.0173453	-0.000106544	
0.0173918	-0.000152318	
0.0173609	-0.00013706	
0.0173028	-0.000109198	
0.017463	-0.000237388	
0.0174259	-0.000216226	
0.0175	-0.000301724	
0.0174629	-0.000280531	
0.0175	-0.000344828	
0.0175	-0.000387931	
0.0175	-0.000431034	
0.0175	-0.000474138	
0.0175	-0.000517241	
0.0175	-0.000560345	
0.0175	-0.00215517	
0.0174652	-0.0023049	
0.0174646	-0.00226266	
0.0174636	-0.00217662	
0.0174642	-0.00221977	
0.0174319	-0.00232435	
0.0174044	-0.00234094	
0.0173927	-0.00238063	
0.0173637	-0.00242072	
0.0173382	-0.00246035	
0.0173138	-0.0025	
0.0171522	0	
0.0171738	-3.69642e-05	
0.0171953	-7.45711e-05	
0.0172599	-0.000110755	
